Customer.Name,total_sales,total_profit,order_count
Theresa Swint,5868.0,232.5861,30
Greg Tran,27676.5,927.8022299999999,30
Ross DeVincentis,6745.5,1275.9772799999998,30
Adam Shillingsburg,8341.5,181.53678000000002,30
Gary Hansen,10155.0,223.1479200000001,30
Cindy Schnelling,8814.0,281.40510000000006,30
Michael Grace,11340.0,1893.0699,30
Christine Phan,8527.5,826.7819999999999,30
Randy Bradley,11814.0,2970.72405,30
Sue Ann Reed,8658.0,-773.8887600000004,30
Chuck Clark,10119.0,2588.2907999999998,30
Adam Hart,11371.5,399.2175,30
Roy Französisch,5802.0,552.1138499999998,30
Jim Karlsson,11685.0,3018.07815,30
Janet Molinari,10780.5,1704.34275,30
Patrick Ryan,10312.5,656.52675,30
Lauren Leatherbury,6867.0,610.4325299999999,30
Benjamin Farhat,10248.0,-1478.68725,30
Ted Trevino,6889.5,167.70329999999998,30
Lena Creighton,10662.0,-2429.7012,30
Tony Chapman,6591.0,1003.54155,30
Maureen Gastineau,19056.0,2185.7805,30
Katharine Harms,15919.5,2633.5587,30
Christopher Conant,16269.0,2799.84975,30
Dennis Bolton,7347.0,1311.309,30
Bart Pistole,5293.5,28.197899999999997,30
Nathan Gelder,15358.5,3025.5882,30
Nora Preis,12903.0,1919.3049,30
Sample Company A,12589.5,545.25,30
Bradley Talbott,15178.5,1167.3207,30
Edward Hooks,15094.5,1172.7297,30
Zuschuss Carroll,13759.5,-111.43755000000034,30
Mark Haberlin,4213.5,748.6905,30
Shahid Hopkins,7747.5,952.17105,30
Ivan Gibson,7834.5,1448.07852,30
Ted Butterfield,8230.5,81.33029999999998,30
Corey Roper,12439.5,29.67792000000003,30
Alan Schoenberger,10024.5,775.6387500000001,30
Michael Granlund,14220.0,88.1016000000001,30
Stewart Carmichael,7833.0,822.2028,30
Maureen Gnade,7309.5,-817.0869,30
Tracy Poddar,5385.0,793.1532,30
James Galang,6921.0,1468.2395999999999,30
Brad Norvell,15678.0,-222.49934999999982,29
Corey Catlett,5359.5,377.5218,29
Neoma Murray,6871.5,1887.945,29
Arthur Prichep,7780.5,1465.3714499999999,29
Todd Sumrall,14713.5,1855.0974,29
Jonathan Doherty,11082.0,895.0128000000001,29
Jason Klamczynski,5683.5,1059.70014,29
Vicky Freymann,15679.5,-752.2008,29
Art Foster,11158.5,505.0265999999999,29
Kelly Williams,7543.5,1802.7974999999997,29
Denny Joy,22536.0,4459.2863099999995,29
Brosina Hoffman,21309.0,3641.72067,29
Eugene Moren,8700.0,1294.68984,29
Daniel Raglin,19903.5,3472.6431000000002,29
Brenda Bowman,6049.5,651.03225,29
Peter Fuller,19857.0,1826.3779499999998,29
Michael Kennedy,10566.0,1207.52475,29
Meg O'Connel,18036.0,5401.1376,29
Toby Gnade,7620.0,2082.7719,29
Beth Paige,9589.5,126.97587000000009,29
Giulietta Dortch,16750.5,2256.4316999999996,29
Sara Luxemburg,8632.5,1043.4165,29
Valerie Takahito,7696.5,619.1651999999999,29
Justin Deggeller,16683.0,2218.75617,29
Aaron Hawkins,16483.5,3238.12392,29
Hilary Holden,6274.5,830.9680799999999,29
Craig Yedwab,5892.0,1436.8968,29
Harold Dahlen,11544.0,1820.37,29
Tony Molinari,9928.5,1968.1452,29
Deirdre Greer,12226.5,2886.957,29
Delfina Latchford,11637.0,560.99535,29
Scott Williamson,9105.0,-1057.3062,29
Christina Anderson,10098.0,991.3986,29
Darren Powers,11739.0,-2092.62765,29
Yoseph Carroll,12562.5,497.02245000000005,29
John Huston,12495.0,1516.85805,29
Helen Abelman,12459.0,-254.18342999999996,29
Annie Thurman,11826.0,2663.7576000000004,29
Chris Selesnick,8239.5,1455.9675,29
Bill Donatelli,6691.5,1160.0819999999999,29
Rob Beeghly,8352.0,-194.95170000000024,29
Cyma Kinney,6934.5,-1201.5345000000002,29
Alan Haines,12046.5,256.14786000000004,29
Sally Hughsby,8077.5,323.91825,29
Katherine Murray,10449.0,-709.1082,29
Steve Nguyen,9879.0,2225.37684,29
Evan Henry,13707.0,2056.1439,29
Odella Nelson,7267.5,-313.08089999999993,29
Thea Hendricks,5413.5,628.3734,29
Frank Olsen,11233.5,1908.4828499999999,29
Denny Ordway,14215.5,3761.05215,29
Max Ludwig,13947.0,2308.8888,29
Sonia Sunley,6262.5,1002.3649499999998,29
Brad Thomas,5503.5,996.1836000000001,29
Stewart Visinsky,9154.5,2314.73895,29
Fred Hopkins,9823.5,1295.10945,29
Joel Eaton,11418.0,-47.144250000000014,29
Joni Wasserman,7990.5,881.0193,29
Nora Pelletier,8433.0,437.08695000000006,29
Jay Kimmel,8784.0,2246.76741,28
Erica Bern,3859.5,320.3319,28
Alan Shonely,6472.5,877.0467,28
Maurice Satty,6790.5,832.8141,28
Gary Hwang,10002.0,1269.95415,28
Jennifer Halladay,9786.0,869.9802,28
Sarah Jordon,6094.5,-875.4654,28
Raymond Buch,8991.0,-1166.9842499999997,28
Toby Carlisle,9399.0,-57.949500000000015,28
Eric Hoffmann,4363.5,1169.95905,28
Mitch Webber,10414.5,1377.7732500000002,28
Sanjit Jacobs,6654.0,790.6227,28
Matt Connell,12349.5,-150.90570000000002,28
Cathy Prescott,12927.0,1702.0131000000001,28
Andrew Gjertsen,7261.5,773.13705,28
Doug Jacobs,12397.5,2497.272,28
Charles Sheldon,12474.0,2022.3698999999997,28
Alyssa Tate,4305.0,455.6748,28
Max Engle,7363.5,662.47215,28
Liz Thompson,8728.5,757.81944,28
David Smith,7144.5,1050.8097,28
Erin Ashbrook,5173.5,1266.24885,28
Bobby Elias,8007.0,1948.9062,28
Sean O'Donnell,13735.5,2563.68699,28
Rick Wilson,22545.0,5220.8688,28
Giulietta Weimer,7894.5,1221.3177,28
Susan Pistek,14626.5,4090.1735999999996,28
John Murray,14707.5,1616.0804999999998,28
Jasper Cacioppo,16861.5,459.09270000000004,28
Giulietta Baptist,5319.0,1030.5031199999999,28
Jim Kriz,7737.0,1001.65035,28
Sean Christensen,16087.5,-1531.5735,28
Cindy Chapman,7720.5,2125.4121,28
Larry Tron,8328.0,2650.6764,28
David Kendrick,21106.5,3166.6539,28
Muhammed MacIntyre,8373.0,2122.2981,28
Ed Braxton,8502.0,55.47119999999995,28
Vivek Gonzalez,10516.5,-1324.4261999999997,28
Dan Reichenbach,10582.5,1096.28145,28
Shirley Daniels,10585.5,3313.9599,28
Greg Matthias,8632.5,-2095.3465499999998,28
Ken Brennan,10593.0,1515.35985,28
Joel Jenkins,8626.5,-294.28020000000004,28
Rick Huthwaite,6015.0,394.92975,28
Ben Wallace,5970.0,741.6017999999999,28
Lena Hernandez,10834.5,1916.2191,28
Chris Cortes,5902.5,1299.33795,28
James Lanier,11104.5,982.6891499999999,28
Theresa Coyne,11193.0,438.06660000000005,28
Seth Vernon,8439.0,77.41707000000004,28
Carlos Soltero,11481.0,-1886.9836500000004,28
Joseph Airdo,11628.0,1714.4675999999997,28
Stuart Van,11724.0,241.30155,28
Julia West,6529.5,-547.0201499999998,27
Suzanne McNair,6567.0,1332.7384499999998,27
Michelle Arnett,7446.0,561.6351599999999,27
Lisa Ryan,7356.0,984.2033399999999,27
Muhammed Yedwab,7561.5,720.2451,27
Chuck Magee,7630.5,591.05376,27
Alex Grayson,8752.5,-299.6956199999999,27
Anthony Johnson,4534.5,966.8625,27
Dave Hallsten,9193.5,480.03119999999996,27
Doug Bickford,7836.0,1649.02215,27
Dean Katz,7956.0,1188.5925,27
Skye Norling,8049.0,656.2299,27
Gene McClure,7098.0,906.87387,27
Alan Dominguez,7054.5,1123.69965,27
Darrin Sayre,9321.0,852.7119,27
Julie Creighton,8358.0,1173.08187,27
Victor Preis,6804.0,852.7429500000001,27
Speros Goranitis,6426.0,522.03045,27
Tom Zandusky,7437.0,344.22749999999996,27
David Wiener,9322.5,1152.88995,27
Karen Daniels,14881.5,2835.0429,27
Stefanie Holloman,10078.5,931.668,27
Barry Französisch,10098.0,2004.2118,27
Rick Duston,13525.5,2503.1289,27
Clay Ludtke,11416.5,1374.3513,27
Susan Vittorini,13011.0,1338.19515,27
Caroline Jumper,10237.5,-753.9572999999999,27
Carl Weiss,10290.0,1562.0772,27
Maris LaWare,10453.5,482.69355,27
Raymond Messe,10482.0,690.86061,27
Matt Abelman,5601.0,647.38677,27
Nick Radford,10548.0,953.7193199999999,27
Alejandro Savely,12447.0,760.80015,27
Mary Zewe,5619.0,907.54935,27
Aaron Smayling,10614.0,-185.73465000000004,27
Ann Blume,10738.5,1114.6891500000002,27
Tonja Turnell,12069.0,1057.00989,27
Philisse Overcash,10876.5,1421.8206,27
Michelle Moray,5727.0,1000.3452,27
Paul Van Hugh,11625.0,2520.2919,27
Sung Chung,14818.5,2324.68953,27
Katherine Hughes,4801.5,627.96015,27
John Lee,9972.0,-395.99729999999994,27
Rick Reed,6220.5,532.9435500000001,27
Anthony O'Donnell,9456.0,-267.07155000000006,27
Anthony Jacobs,24982.5,1368.8204999999998,27
Mick Crebagga,6342.0,-721.1481,27
Dave Brooks,24462.0,5216.606040000001,27
Dario Medina,5089.5,-197.60114999999996,27
Muhammed Lee,4551.0,782.5296000000001,27
Julie Kriz,17196.0,3365.03316,27
Elizabeth Moffitt,14982.0,1168.4058,27
Rose O'Brian,11619.0,-1062.6325500000003,27
Jill Fjeld,15735.0,2726.3733,26
Craig Reiter,8092.5,1063.9005,26
Mathew Reese,8415.0,1339.8204,26
Bill Tyler,8412.0,2453.1579,26
Deborah Brumfield,7857.0,1113.02025,26
Troy Blackwell,7311.0,990.2929499999999,26
Brian Derr,7419.0,438.45,26
Maureen Fritzler,5317.5,314.34704999999997,26
Denny Blanton,8338.5,1029.5562,26
Julia Barnett,13476.0,307.2159000000002,26
Jim Sink,5674.5,962.7895500000001,26
Mitch Gastineau,8319.0,1162.3305,26
Tamara Willingham,7588.5,2503.4661,26
Roland Schwarz,12277.5,2370.48177,26
Brian DeCherney,7218.0,580.0770000000001,26
Carol Adams,15721.5,-95.05380000000001,26
Maribeth Dona,13042.5,1145.7102,26
Lena Radford,17085.0,4467.70059,26
Dianna Arnett,5577.0,363.69639,26
Greg Guthrie,4087.5,231.97532999999996,26
David Philippe,16840.5,1800.47568,26
Dean Braden,7680.0,968.0382000000001,26
Anna Häberlin,8137.5,1032.7552500000002,26
Karen Carlisle,7098.0,1408.42845,26
Rob Williams,5176.5,1153.5135,26
Aleksandra Gannaway,8139.0,1557.9743999999998,26
Liz Pelletier,8346.0,-928.97475,26
Jennifer Patt,6322.5,1105.48839,26
Karen Bern,6000.0,625.2306,26
Doug O'Connell,10438.5,2138.00094,26
Rachel Payne,4632.0,19.345049999999976,26
Ken Lonsdale,10144.5,421.78319999999997,26
Trudy Brown,10269.0,1258.65135,26
Brad Eason,8817.0,-923.0317500000001,26
Penelope Sewall,9789.0,1946.9817,26
Larry Blacks,6282.0,315.16808999999995,26
Sean Wendt,9708.0,1589.4393599999999,26
Katrina Bavinger,6136.5,91.57979999999992,26
Bryan Spruell,10534.5,1940.0355,26
Kelly Collister,8688.0,1601.0647499999998,26
Max Jones,11005.5,1973.4678600000004,26
Lisa DeCherney,10150.5,-400.94819999999993,26
Anne McFarland,11122.5,237.65399999999994,26
Frank Preis,11091.0,1460.9457,26
Rob Haberlin,6492.0,1030.1133,26
Karen Ferguson,4678.5,1384.8006,26
Brendan Murry,7873.5,-339.61260000000004,25
Pete Kriz,7254.0,-734.3920500000002,25
Michael Stewart,4354.5,-381.7527000000002,25
Mitch Willingham,14562.0,510.39945,25
Gary McGarr,14343.0,489.41730000000007,25
Sally Matthias,5421.0,-258.34155,25
Dennis Kane,6219.0,-23.076150000000016,25
Jason Fortune-,13735.5,3663.2535000000003,25
George Bell,13774.5,1192.6881,25
Mike Caudle,7846.5,-230.09849999999994,25
Denise Monton,13828.5,3496.2828,25
Dorothy Badders,9021.0,881.06415,25
Liz Preis,8007.0,368.9321999999999,25
Tamara Manning,6640.5,581.98935,25
Randy Ferguson,10033.5,1698.6347999999998,25
Charlotte Melton,3706.5,154.19607000000002,25
Chuck Sachs,7443.0,1081.2661500000002,25
Naresj Patel,6406.5,692.2767,25
Paul MacIntyre,9589.5,34.83107999999992,25
Magdelene Morse,7371.0,1457.75415,25
Mick Brown,22063.5,3655.81518,25
Ken Heidel,2214.0,456.90585000000004,25
Beth Thompson,5011.5,928.5654,25
Tom Stivers,9604.5,432.258,25
Melanie Seite,7594.5,1295.2335,25
Mark Van Huff,6588.0,1175.52585,25
Cari Sayre,16698.0,2392.1616,25
Jamie Frazer,7710.0,1609.88625,25
Cynthia Delaney,6619.5,1476.87,25
Tiffany House,9891.0,-599.4738000000002,25
Meg Tillman,6642.0,880.7313,25
Michelle Ellison,6642.0,995.36628,25
Becky Pak,2850.0,508.30395,25
Vivek Grady,7981.5,-841.4113500000001,25
Clay Cheatham,4047.0,161.83589999999998,25
Ryan Akin,12753.0,1388.3449500000002,25
Bradley Drucker,11905.5,2160.33465,25
Nancy Lomonaco,9301.5,-2144.862,25
Craig Carreira,6943.5,-777.89625,25
Corey-Lock,10573.5,380.3097,25
Janet Martin,10689.0,1877.3883300000002,25
Alan Barnes,7249.5,1573.54725,25
Andrew Roberts,3661.5,715.3294500000001,25
Carol Triggs,7027.5,355.9818,25
Aimee Bixby,10906.5,2260.1601,25
Tracy Hopkins,11977.5,-2332.9986,25
Robert Waldorf,8134.5,1715.6322,25
Dorothy Dickinson,6018.0,1545.06765,25
Ben Peterman,12919.5,2680.7161800000003,25
Evan Minnotte,7189.5,1593.70965,25
Troy Staebel,11124.0,-11.008950000000162,25
Bruce Stewart,11475.0,-144.4562999999999,25
MaryBeth Skach,13287.0,3699.62466,25
Brian Dahlen,6885.0,195.97394999999997,25
Guy Phonely,8898.0,94.2299999999999,25
Keith Herrera,4279.5,883.63995,25
Mike Kennedy,4026.0,142.99215000000004,25
Heather Kirkland,10236.0,1386.56295,25
Ann Chong,4981.5,589.93602,24
Thea Hudgings,5713.5,1540.4739,24
Pierre Wener,5796.0,2135.70435,24
Scot Coram,5014.5,509.9892,24
Adrian Hane,5656.5,834.17115,24
Jack Lebron,4780.5,-547.6190999999999,24
Ruben Dartt,7429.5,1001.89425,24
Christine Sundaresam,4933.5,117.90629999999997,24
Tamara Dahlen,4812.0,107.17890000000001,24
Jay Fein,5280.0,1192.6062000000002,24
Alejandro Grove,4323.0,1223.1495,24
Sheri Gordon,6982.5,2115.1653,24
Kimberly Carter,5194.5,-114.29565000000001,24
Jill Matthias,7335.0,286.47405000000015,24
Fred Wasserman,6831.0,376.26345000000003,24
Alyssa Crouse,4788.0,775.0878,24
Logan Currie,7045.5,689.6178,24
Bill Shonely,4831.5,895.53177,24
Bill Overfelt,7056.0,191.47275000000002,24
Sung Pak,5553.0,420.4308000000001,24
Michelle Tran,5418.0,805.8573,24
Neil Knudson,5542.5,1194.6447,24
Justin Ellison,7243.5,884.0556899999999,24
Ricardo Sperren,5467.5,90.56970000000004,24
Brian Stugart,4728.0,874.31025,24
Anthony Witt,4920.0,1079.7138,24
Rick Hansen,8446.5,1820.2780500000001,24
Frank Hawley,12142.5,4062.8043000000002,24
Chad Sievert,8190.0,170.10285,24
Maria Bertelson,14985.0,3726.3375000000005,24
Duane Noonan,14062.5,-22.583999999999826,24
Tony Sayre,13480.5,1824.10035,24
Kean Nguyen,8268.0,1379.85585,24
Dana Kaydos,8485.5,110.68665000000001,24
Scot Wooten,13030.5,1434.05703,24
Mick Hernandez,3990.0,898.5089399999999,24
Luke Schmidt,8662.5,189.81570000000002,24
Dan Campbell,3369.0,364.28925,24
Bruce Geld,8971.5,-461.5878000000001,24
Darrin Van Huff,11868.0,-69.4521,24
Elpida Rittenbach,15550.5,3472.36845,24
Maria Zettner,11682.0,2016.6876,24
Patricia Hirasaki,9171.0,2269.06995,24
Harold Ryan,11187.0,2274.95319,24
John Castell,9180.0,1460.78331,24
Rob Lucas,9222.0,1447.1456699999999,24
Frank Carlisle,9264.0,2763.45375,24
Beth Fritzler,9280.5,226.21865999999997,24
Alex Russell,10770.0,2154.6147,24
Jeremy Pistek,10327.5,2218.8356400000002,24
Sanjit Chand,10236.0,1567.593,24
Tanja Norvell,3846.0,325.5222,24
Jim Epp,4078.5,146.71214999999998,24
Carol Darley,3763.5,787.59924,24
Irene Maddox,7980.0,-962.0719499999999,24
Mary O'Rourke,7564.5,672.4357500000001,24
Trudy Schmidt,7788.0,135.6045,24
Barry Franz,15556.5,3264.94392,24
Cynthia Arntzen,23064.0,8631.9957,24
Ruben Ausman,8043.0,1758.9093,24
Ellis Ballard,15736.5,2673.67995,24
Ricardo Emerson,15045.0,1221.55602,23
Scott Cohen,3946.5,640.33815,23
Ed Jacobs,7279.5,1496.8929,23
Tom Ashbrook,11980.5,824.6484,23
Laurel Elliston,4182.0,7.836449999999957,23
Guy Thornton,4750.5,564.7767,23
Phillina Ober,5680.5,-1356.4523999999997,23
Michelle Lonsdale,5797.5,1225.1238,23
Justin Ritter,12267.0,537.951,23
Arthur Gainer,6714.0,590.4439500000001,23
Tom Prescott,7107.0,1036.20633,23
Roger Barcio,4240.5,-174.12374999999994,23
Claudia Bergmann,9148.5,-29.636700000000044,23
Pamela Coakley,7305.0,-944.8251,23
Ryan Crowe,3939.0,912.5334000000001,23
Christine Kargatis,9162.0,1592.78178,23
Bobby Odegard,5598.0,656.16624,23
Christopher Martinez,7780.5,-910.9779,23
Mike Gockenbach,20277.0,5864.9490000000005,23
Paul Prost,10957.5,2977.3594500000004,23
Marina Lichtenstein,5950.5,1097.6154,23
Cassandra Brandow,10809.0,-2399.2276500000003,23
Lindsay Shagiari,4956.0,860.403,23
Natalie DeCherney,6121.5,1000.3107000000001,23
Arthur Wiediger,9723.0,2072.19294,23
Jamie Kunitz,9724.5,2580.05445,23
Cynthia Voltz,5599.5,983.22,23
Jenna Caffey,12270.0,1856.7771,23
Lycoris Saunders,3972.0,596.40546,23
Linda Cazamias,8325.0,1032.3336,23
Frank Atkinson,8092.5,380.8051499999999,23
Jas O'Carroll,4816.5,1068.17745,23
Joy Daniels,5350.5,1043.0801999999999,23
Pete Takahito,8131.5,-464.0233799999997,23
Benjamin Patterson,8188.5,-466.6704,23
Peter McVee,4176.0,125.65260000000004,23
Yana Sorensen,14874.0,2014.6143,23
Neola Schneider,7018.5,-354.2247,23
Kunst Miller,14371.5,1723.872,23
Jeremy Lonsdale,6996.0,1372.4226,23
Pete Armstrong,8295.0,1884.5955000000001,23
Russell Applegate,8025.0,550.4016,23
Cyra Reiten,4557.0,1107.04785,23
Georgia Rosenberg,5488.5,380.1894,23
Herbert Flentye,5566.5,-295.40295000000003,23
Brendan Sweed,6855.0,1446.0199499999999,23
Tim Brockman,7822.5,2039.6329500000002,23
Robert Barroso,7953.0,1824.47055,23
Eleni McCrary,13116.0,424.6499999999999,23
Phillip Breyer,9816.0,-183.82124999999996,23
Evan Bailliet,5086.5,279.1764,22
Chad McGuire,13939.5,1694.3160000000003,22
Debra Catini,11410.5,570.663,22
Michael Dominguez,17170.5,1969.7691,22
Bart Folk,10197.0,1187.4747,22
Anna Gayman,5242.5,801.5618999999999,22
Laurel Workman,3231.0,540.86985,22
Deanra Eno,4924.5,573.5278500000001,22
Shirley Jackson,5271.0,508.6797,22
Valerie Dominguez,10590.0,1575.9624,22
Nat Carroll,10686.0,-2138.24118,22
Robert Marley,11307.0,3031.26285,22
Frank Gastineau,4660.5,54.34350000000003,22
Paul Lucas,11277.0,857.5965,22
Sandra Glassco,5481.0,1485.7464,22
Ken Black,12432.0,933.89805,22
Dionis Lloyd,13147.5,3239.8218,22
Dave Poirier,11169.0,1860.2661,22
Grant Thornton,18198.0,-6198.6599400000005,22
Charles McCrossin,18072.0,1263.32538,22
Barbara Fisher,4206.0,202.40115,22
Carl Jackson,6912.0,772.4301,22
Charles Crestani,8275.5,1393.6632,22
Marc Harrigan,9283.5,1967.25345,22
Anthony Garverick,7782.0,1683.2034,22
Fred McMath,6745.5,1364.93955,22
Ivan Liston,6481.5,475.30044,22
Julia Dunbar,9075.0,-703.2537,22
Craig Leslie,7236.0,697.43175,22
Luke Foster,4327.5,499.53735,22
Liz Carlisle,8875.5,478.2061500000001,22
Lindsay Williams,8194.5,1610.253,22
George Ashbrook,9636.0,2294.04015,22
Helen Andreada,4186.5,693.91395,22
Nona Balk,7092.0,184.78545000000008,22
Fred Harton,7720.5,2080.23123,22
Alex Avila,8091.0,686.6084999999999,22
Sung Shariari,4891.5,257.44869000000006,22
Maya Herman,6693.0,876.1365,21
Chad Cunningham,7536.0,2036.4057,21
Gene Hale,5611.5,932.9531999999999,21
Christina DeMoss,12138.0,2028.1732200000004,21
Roland Fjeld,6735.0,-811.4334,21
Bryan Davis,5194.5,1045.89165,21
Jason Gross,9003.0,927.15135,21
Katrina Willman,12193.5,1391.7216,21
Cathy Armstrong,8931.0,1269.72165,21
Joni Blumstein,4572.0,916.85115,21
Zuschuss Donatelli,8686.5,315.9249,21
Eugene Barchas,12483.0,3876.162,21
Jessica Myrick,3435.0,460.3752,21
Victoria Brennan,6816.0,41.78864999999994,21
